time,size_blue
-5.684,8.006335682198287
-5.683,8.005839255387738
-5.682,8.006357921551718
-5.681,8.00614969266473
-5.68,8.006304886208719
-5.679,8.007257137449418
-5.678,8.005947984356245
-5.677,8.009295803997341
-5.676,8.007686176186942
-5.675,8.005743474406481
-5.674,8.007596451804082
-5.673,8.008863112114422
-5.672,8.009861703821706
-5.671,8.01086705663653
-5.67,8.010847461799974
-5.669,8.009411854805597
-5.668,8.009533142098707
-5.667,8.008449683360288
-5.666,8.010009874933756
-5.665,8.009774583123352
-5.664,8.008453787608483
-5.663,8.007939570261838
-5.662,8.00860026058868
-5.661,8.007698301304194
-5.66,8.006382748671287
-5.659,8.006772648209674
-5.658,8.007164594723449
-5.657,8.006353485642855
-5.656,8.005599824353865
-5.655,8.005971104253637
-5.654,8.003654169307243
-5.653,8.001402227268239
-5.652,8.000252716514234
-5.651,7.999911201071496
-5.65,8.000408653176454
-5.649,8.002769223123572
-5.648,8.004141478520696
-5.647,8.003885576872754
-5.646,8.00385515094011
-5.645,8.00225110395669
-5.644,8.002221482939103
-5.643,8.00175962911683
-5.642,8.00227597881337
-5.641,8.000952409303688
-5.64,8.001783363726473
-5.639,8.004235745987277
-5.638,8.004061729749745
-5.6370000000000005,8.004704468505103
-5.636,8.005808698891842
-5.635,8.005166746136824
-5.634,8.00552529410772
-5.633,8.005545441948971
-5.632,8.00570172370665
-5.631,8.004464908052482
-5.63,8.004504124331296
-5.629,8.00530092159729
-5.628,8.00762275136976
-5.627,8.009157584691497
-5.626,8.012602676623516
-5.625,8.011374920522893
-5.624,8.012770633541647
-5.623,8.013063980750829
-5.622,8.016567665443977
-5.621,8.01527438818741
-5.62,8.01393083323992
-5.619,8.01297180500721
-5.618,8.009573571848314
-5.617,8.008732363813625
-5.616,8.007517751555138
-5.615,8.0077583816135
-5.614,8.008305191174744
-5.613,8.011307064517489
-5.612,8.012827742658587
-5.611,8.011904696809527
-5.61,8.010467233335369
-5.609,8.01125430400978
-5.608,8.009141930878547
-5.607,8.012072264903914
-5.606,8.01395936909707
-5.605,8.013208688053702
-5.604,8.010467672807154
-5.603,8.012633868605821
-5.602,8.012450604853417
-5.601,8.014431110952573
-5.6,8.011880026698503
-5.599,8.010921026661777
-5.598,8.010929416581325
-5.597,8.01100458553135
-5.596,8.010284480776981
-5.595,8.011281040668738
-5.594,8.009572847981726
-5.593,8.009345040805693
-5.592,8.009537513816431
-5.591,8.010360615950924
-5.59,8.011499199755868
-5.589,8.009699772408926
-5.588,8.00724518973575
-5.587,8.009289472650787
-5.586,8.009821175069954
-5.585,8.008623596611464
-5.584,8.011105439772301
-5.583,8.011290519187169
-5.582,8.013177394681671
-5.581,8.013285424251928
-5.58,8.016582620931738
-5.579,8.019391166279647
-5.578,8.01899282364208
-5.577,8.020547337163608
-5.576,8.021579938682944
-5.575,8.023769749174996
-5.574,8.022225871638067
-5.573,8.023323553974066
-5.572,8.025017033153024
-5.571,8.022203049974747
-5.57,8.020309836354482
-5.569,8.017047064870065
-5.568,8.016616013934955
-5.567,8.017764081544229
-5.566,8.020167852827582
-5.565,8.020286404476254
-5.564,8.022892189349168
-5.563,8.020684027016024
-5.562,8.017958615113056
-5.561,8.01786973879482
-5.56,8.018484243513123
-5.559,8.018431931916172
-5.558,8.01512402455611
-5.557,8.014981432492888
-5.556,8.01289428129208
-5.555,8.01396575737021
-5.554,8.014552314563964
-5.553,8.013048506905841
-5.552,8.012226319838101
-5.551,8.01053157820308
-5.55,8.010431291647443
-5.549,8.011959519360245
-5.548,8.010382357686108
-5.547,8.011188832110935
-5.546,8.01034041992154
-5.545,8.00907182338992
-5.544,8.008900574813994
-5.543,8.007244187098122
-5.542,8.006358348209567
-5.541,8.004441743581426
-5.54,8.007585303794091
-5.539,8.007641725477246
-5.538,8.006522164664457
-5.537,8.006864532521632
-5.536,8.006684807642126
-5.535,8.006331256282873
-5.534,8.007313923002943
-5.533,8.00852593533902
-5.532,8.007677133502842
-5.531,8.00675582431781
-5.53,8.006315741602368
-5.529,8.00263266773879
-5.528,8.000208362039272
-5.527,8.002395360867185
-5.526,8.005027309208787
-5.525,8.004628851545498
-5.524,8.005551342686385
-5.523,8.006049342933656
-5.522,8.010975552227183
-5.521,8.012766872085479
-5.52,8.01256220393911
-5.519,8.01103333923415
-5.518,8.008463025121737
-5.517,8.008788566939124
-5.516,8.007578405746669
-5.515,8.005302799811313
-5.514,8.004268283196526
-5.513,8.002537806390741
-5.5120000000000005,8.005237233006858
-5.511,8.006647856617978
-5.51,8.00663510039187
-5.509,8.009003011014094
-5.508,8.00912680030633
-5.507,8.007748745584205
-5.506,8.010185744107837
-5.505,8.011048000177732
-5.504,8.00938840633081
-5.503,8.009083864445877
-5.502,8.00768287524046
-5.501,8.005470395670919
-5.5,8.006952279746969
-5.499,8.01000734637172
-5.498,8.00776963825361
-5.497,8.008670389032316
-5.496,8.00762936092172
-5.495,8.006849960307697
-5.494,8.005902130028915
-5.493,8.004519744797427
-5.492,8.004597379402139
-5.491,8.003267859215882
-5.49,8.003700590137129
-5.489,8.00362020916201
-5.488,8.003237892287023
-5.487,8.001785790427757
-5.486,8.000862956298848
-5.485,8.002071582260168
-5.484,8.002873049760368
-5.483,8.001308961368691
-5.482,8.001467893057377
-5.481,8.002670112454773
-5.48,7.999999064004978
-5.479,8.000868440312786
-5.478,7.999808242298473
-5.477,8.000721200168222
-5.476,7.999499985517754
-5.475,7.996612174156691
-5.474,7.994008106256078
-5.473,7.994085042170735
-5.472,7.994500598173489
-5.471,7.993053691573323
-5.47,7.994075439507367
-5.469,7.991417007407736
-5.468,7.9913112797299
-5.467,7.98937365381028
-5.466,7.988330716037795
-5.465,7.988406553911903
-5.464,7.987029892527449
-5.463,7.986414603656681
-5.462,7.988024672151424
-5.461,7.9871016451601875
-5.46,7.9884387525394915
-5.459,7.986631221572039
-5.458,7.987478908256704
-5.457,7.989785418049756
-5.456,7.985830786849553
-5.455,7.9845557544408
-5.454,7.985479069844289
-5.453,7.9851541972266205
-5.452,7.9857480306240145
-5.451,7.984781654325269
-5.45,7.984920197985225
-5.449,7.984671114408599
-5.448,7.986539565707254
-5.447,7.986946639056535
-5.446,7.987486803315857
-5.445,7.986827800170061
-5.444,7.986047630211544
-5.443,7.985355537111032
-5.442,7.985986660538838
-5.441,7.985313085369525
-5.44,7.98577672514056
-5.439,7.989097366418393
-5.438,7.990491165943883
-5.437,7.989969528292415
-5.436,7.991891470567878
-5.435,7.991238549971042
-5.434,7.987977550714757
-5.433,7.98636461261729
-5.432,7.983371345543649
-5.431,7.982808923969182
-5.43,7.982838393375886
-5.429,7.985520693075526
-5.428,7.986043776873549
-5.427,7.985693216027455
-5.426,7.987020264957348
-5.425,7.983482448462936
-5.424,7.983859431755909
-5.423,7.985092816066128
-5.422,7.982727078072881
-5.421,7.984557084542011
-5.42,7.985098678794003
-5.4190000000000005,7.984434218131762
-5.418,7.9854466691175325
-5.417,7.989079777690019
-5.416,7.989370763698113
-5.415,7.989767916636193
-5.414,7.989032939196928
-5.413,7.987673188205784
-5.412,7.989001725512256
-5.411,7.987631991390802
-5.41,7.987746497370352
-5.409,7.986982245455529
-5.408,7.987748613176723
-5.407,7.988282472545181
-5.406,7.989942536455994
-5.405,7.989126510217827
-5.404,7.988694710321357
-5.4030000000000005,7.987128688376106
-5.402,7.986417819159985
-5.401,7.987021499948855
-5.4,7.988232681735488
-5.399,7.9867572172168035
-5.398,7.988148586688973
-5.397,7.99031760726306
-5.396,7.990979103108219
-5.395,7.993981976408312
-5.394,7.992743913689747
-5.393,7.990752466164448
-5.392,7.987906513766201
-5.391,7.990300184664584
-5.39,7.991347169714751
-5.389,7.991258234241294
-5.388,7.991706184043405
-5.3870000000000005,7.989905401567728
-5.386,7.993818604735114
-5.385,7.994025358626275
-5.384,7.994200390297643
-5.383,7.995361616895881
-5.382,7.99613123166666
-5.381,7.996489446105507
-5.38,7.995224686976794
-5.379,7.995979036348212
-5.378,7.998990275542571
-5.377,8.00114294761642
-5.376,8.003692046219042
-5.375,8.002874101136753
-5.374,8.001290733424339
-5.373,8.00108947435218
-5.372,8.001178634211842
-5.371,8.002929340641394
-5.37,8.000221397233851
-5.369,8.002668677744987
-5.368,8.002415865107261
-5.367,8.001732855395346
-5.366,8.000113488394929
-5.365,7.997465717719945
-5.364,7.998782790654284
-5.363,7.998900099401785
-5.362,7.996836161962198
-5.361,7.994764035926897
-5.36,7.994226780408034
-5.359,7.996897214848497
-5.358,7.996481868686314
-5.357,7.994076839961325
-5.356,7.993683651058787
-5.355,7.993247293347191
-5.354,7.988932274718483
-5.353,7.988845402932056
-5.352,7.988475907683722
-5.351,7.989589837867425
-5.35,7.992548167619336
-5.349,7.994350671666613
-5.348,7.993920449761726
-5.347,7.992150008307739
-5.346,7.996267383992938
-5.345,7.996362133487362
-5.344,7.996384420354422
-5.343,7.996345820215047
-5.342,7.996662755832275
-5.341,7.9964317791731965
-5.34,7.995513919962189
-5.339,7.994638945656204
-5.338,7.994586540423858
-5.337,7.993717060790044
-5.336,7.99257650753776
-5.335,7.992746795902068
-5.334,7.992338832354194
-5.333,7.9947452211359264
-5.332,7.990503669442497
-5.331,7.992250080405573
-5.33,7.99424381671357
-5.329,7.990926392341716
-5.328,7.990378092191188
-5.327,7.989783786805596
-5.326,7.987531768094047
-5.325,7.986287261393901
-5.324,7.984510340041156
-5.323,7.987313972750634
-5.322,7.988811058179669
-5.321,7.99084554633166
-5.32,7.992000221634129
-5.319,7.990193738800182
-5.318,7.989354506374134
-5.317,7.990137505672099
-5.316,7.988182101177872
-5.315,7.989322898666147
-5.314,7.988938378029095
-5.313,7.988338664737015
-5.312,7.989476200686141
-5.311,7.990187021984518
-5.31,7.989609476119208
-5.309,7.991464403804591
-5.308,7.989734702480431
-5.307,7.990720199451541
-5.306,7.991669161464291
-5.305,7.991173887161389
-5.304,7.991695699996976
-5.303,7.98969391827476
-5.302,7.99117236150549
-5.301,7.990876518087182
-5.3,7.990040161254351
-5.299,7.991718576015691
-5.298,7.990591626110822
-5.297,7.988338088036641
-5.296,7.985847481359002
-5.295,7.986817097281155
-5.2940000000000005,7.984768410317161
-5.293,7.987576081008337
-5.292,7.984244993955722
-5.291,7.986959324144987
-5.29,7.98729695209251
-5.289,7.987142211113518
-5.288,7.986270340574623
-5.287,7.986908958357586
-5.286,7.986848742833708
-5.285,7.988614025844933
-5.284,7.988796790082793
-5.283,7.989037272901132
-5.282,7.988455493361589
-5.281,7.9883643803636355
-5.28,7.988856863193863
-5.279,7.986120593765612
-5.2780000000000005,7.983963497090243
-5.277,7.98515271964068
-5.276,7.985426104341684
-5.275,7.98513173100352
-5.274,7.985161225296424
-5.273,7.985717356025003
-5.272,7.984853740536509
-5.271,7.983608452975865
-5.27,7.98392180538402
-5.269,7.982356408939837
-5.268,7.98300961334898
-5.267,7.9802854795822
-5.266,7.981932128601921
-5.265,7.982688284573782
-5.264,7.9830979321486835
-5.263,7.984670237722996
-5.2620000000000005,7.987334996834137
-5.261,7.988957988938165
-5.26,7.986012590168035
-5.259,7.983965267021258
-5.258,7.982965557296945
-5.257,7.983007302977282
-5.256,7.983835557410033
-5.255,7.982674367308987
-5.254,7.982973194132151
-5.253,7.981764581440385
-5.252,7.980786152955598
-5.251,7.978535495200641
-5.25,7.977058322006863
-5.249,7.974895626637878
-5.248,7.973334229433114
-5.247,7.975020056307686
-5.246,7.973501018085554
-5.245,7.977712829389295
-5.244,7.978502138030705
-5.243,7.978797875828616
-5.242,7.977424503380327
-5.241,7.97854499918738
-5.24,7.977623978665401
-5.239,7.977819194368833
-5.238,7.981915329630063
-5.237,7.981761633790503
-5.236,7.98360047111256
-5.235,7.982475388832358
-5.234,7.982419407247565
-5.233,7.98525268826458
-5.232,7.98424954097212
-5.231,7.987149458664915
-5.23,7.988281861761644
-5.229,7.987381914920213
-5.228,7.988393767302703
-5.227,7.989949854422105
-5.226,7.990944750361653
-5.225,7.988432390809828
-5.224,7.987268971328508
-5.223,7.986872941511625
-5.222,7.9867538480250655
-5.221,7.987746923381146
-5.22,7.98803124498264
-5.219,7.985894694008704
-5.218,7.986503010570312
-5.217,7.987479947762767
-5.216,7.988375612479457
-5.215,7.990104861640344
-5.214,7.991439137087623
-5.213,7.992173825214389
-5.212,7.992061560076054
-5.211,7.989404022582429
-5.21,7.990091411733041
-5.209,7.990423712032501
-5.208,7.990858238172015
-5.207,7.988815440450702
-5.206,7.987085749986048
-5.205,7.988770794551381
-5.204,7.98870750630521
-5.203,7.989797907421007
-5.202,7.989843216822816
-5.201,7.989890826646009
-5.2,7.99139208073557
-5.199,7.990566409170423
-5.198,7.990720202413528
-5.197,7.9899805619516
-5.196,7.989285367987708
-5.195,7.988790692590158
-5.194,7.989146106624772
-5.193,7.9883801088301105
-5.192,7.990389318631028
-5.191,7.988957946947477
-5.19,7.988658952316818
-5.189,7.98795538262358
-5.188,7.990270547238546
-5.187,7.990585034880964
-5.186,7.992235986144115
-5.185,7.989859089547256
-5.184,7.990286369972646
-5.183,7.991709779245643
-5.182,7.991841433628484
-5.181,7.993546202228589
-5.18,7.992718540708429
-5.179,7.994973496612726
-5.178,7.998651733610516
-5.177,7.998071191913812
-5.176,7.997358387879571
-5.175,7.99968380304296
-5.174,8.00221111847613
-5.173,8.001374542432684
-5.172,8.00070224352533
-5.171,8.000251388151154
-5.17,7.998100267333499
-5.169,7.996630424219124
-5.168,7.995023798992321
-5.167,7.993795322888154
-5.166,7.993739827068335
-5.165,7.994114570640394
-5.164,7.996595371428896
-5.163,7.994998004963715
-5.162,7.996572920801277
-5.161,7.996230538650516
-5.16,7.996151396715073
-5.159,7.997231107902539
-5.158,7.9954347526680385
-5.157,7.996046608261934
-5.156,7.996312931795074
-5.155,7.997100853817487
-5.154,7.99756352364774
-5.1530000000000005,8.001492003871597
-5.152,8.000471619896794
-5.151,7.999622024768793
-5.15,7.998624999926513
-5.149,7.997736236535855
-5.148,7.996716417132165
-5.147,7.998618843581938
-5.146,8.00089165037872
-5.145,7.999978456308722
-5.144,7.998646687391756
-5.143,7.999400952281974
-5.142,7.998517395411125
-5.141,7.999530086319534
-5.14,7.999854763152895
-5.139,7.9974295725689
-5.138,7.999905580891028
-5.1370000000000005,8.00277898516798
-5.136,8.001798523263206
-5.135,8.001178200767308
-5.134,8.001635585392467
-5.133,8.002170716256447
-5.132,8.003224387092724
-5.131,8.00644071435475
-5.13,8.00615759879076
-5.129,8.004880323199497
-5.128,8.002673412434675
-5.127,8.001503924370768
-5.126,8.00145092121417
-5.125,8.004322213795797
-5.124,8.00349403571734
-5.123,8.003852096439962
-5.122,8.003825819806245
-5.121,8.005727249043764
-5.12,8.009770340925161
-5.119,8.008920950888488
-5.118,8.008137847780459
-5.117,8.009808505183768
-5.116,8.010899531567171
-5.115,8.01385426328835
-5.114,8.014788548384871
-5.113,8.014213681039612
-5.112,8.015158728768718
-5.111,8.016932654497651
-5.11,8.018245425987567
-5.109,8.01905706443734
-5.108,8.020763743940682
-5.107,8.022634616885394
-5.106,8.024846071271055
-5.105,8.025884007091198
-5.104,8.025616618162692
-5.103,8.025851360060985
-5.102,8.027781774407398
-5.101,8.026474677333818
-5.1,8.027064554628016
-5.099,8.026435212528291
-5.098,8.026481204244988
-5.097,8.02852672722516
-5.096,8.028832485733991
-5.095,8.02890678421104
-5.094,8.026731014385472
-5.093,8.027925020091116
-5.092,8.028957794780942
-5.091,8.03241900233823
-5.09,8.031926557162306
-5.089,8.032277197686568
-5.088,8.032676211580505
-5.087,8.035200136828127
-5.086,8.035047663976307
-5.085,8.03549409841754
-5.084,8.036466732833087
-5.083,8.036765307430137
-5.082,8.036051013646857
-5.081,8.036361557635495
-5.08,8.03807936843527
-5.079,8.036436943956211
-5.078,8.036649695434846
-5.077,8.035529502130943
-5.076,8.037441576737224
-5.075,8.03500447768957
-5.074,8.034110202733935
-5.073,8.034713741734038
-5.072,8.037218580180813
-5.071,8.037113379763097
-5.07,8.036225060520387
-5.069,8.039234911831493
-5.068,8.036918089590825
-5.067,8.033400000060233
-5.066,8.03410402318032
-5.065,8.033300736421355
-5.064,8.031666763913947
-5.063,8.032800134229625
-5.062,8.03319021537166
-5.061,8.03228768956248
-5.06,8.030239202524607
-5.059,8.031635134249855
-5.058,8.032675456134589
-5.057,8.032516774752542
-5.056,8.035471393946217
-5.055,8.033759258320096
-5.054,8.031318418046617
-5.053,8.030211365134807
-5.052,8.030138427508637
-5.051,8.030527770627554
-5.05,8.030141792934984
-5.049,8.030705081569407
-5.048,8.028702618490701
-5.047,8.031012641857219
-5.046,8.030881199971791
-5.045,8.032668873302333
-5.044,8.033217233856536
-5.043,8.033948039007182
-5.042,8.034859666655555
-5.041,8.035576000351583
-5.04,8.03660435676737
-5.039,8.03873100081558
-5.038,8.039045434687104
-5.037,8.040179840699246
-5.036,8.040036263588386
-5.035,8.042340451133105
-5.034,8.04125822344981
-5.033,8.044139728142468
-5.032,8.044075475421437
-5.031,8.041786235258048
-5.03,8.041991202321904
-5.029,8.040901519669946
-5.0280000000000005,8.042246549348327
-5.027,8.041202350981443
-5.026,8.0404884574883
-5.025,8.037465192318786
-5.024,8.036741502207988
-5.023,8.032863295285383
-5.022,8.030329050767804
-5.021,8.031545714217636
-5.02,8.032802994471478
-5.019,8.033483726570333
-5.018,8.031936564741327
-5.017,8.0318602265715
-5.016,8.031854462508955
-5.015,8.030001079006245
-5.014,8.032406516289074
-5.013,8.033810295953995
-5.0120000000000005,8.033456753275868
-5.011,8.033499770618258
-5.01,8.033833183110975
-5.009,8.030566407321496
-5.008,8.030170923509463
-5.007,8.029079748712666
-5.006,8.027477156696834
-5.005,8.027027396228217
-5.004,8.029903694671177
-5.003,8.030929043249204
-5.002,8.03001515686555
-5.001,8.03093128931572
-5.0,8.033170258014259
-4.9990000000000006,8.03464967190692
-4.998,8.03474508049879
-4.997,8.03370998165446
-4.996,8.034827138956244
-4.995,8.035456715572918
-4.994,8.036889024724964
-4.993,8.037905299607655
-4.992,8.039584583952166
-4.991,8.038728207613667
-4.99,8.040836038118684
-4.989,8.041152197486191
-4.988,8.044472614882391
-4.987,8.043369914373448
-4.986000000000001,8.046147456458513
-4.984999999999999,8.046464113712053
-4.984,8.045421844906269
-4.9830000000000005,8.044647627571782
-4.982,8.04413507187867
-4.981,8.044813737392914
-4.98,8.045650274173772
-4.979,8.04473235416747
-4.978,8.044693386819853
-4.977,8.048121019393632
-4.976,8.050885088465792
-4.975,8.05158320633727
-4.974,8.05164401190234
-4.973,8.051836062025089
-4.972,8.052817690781458
-4.971,8.05118122267714
-4.970000000000001,8.050769420217263
-4.968999999999999,8.048099685699059
-4.968,8.048738442695228
-4.9670000000000005,8.049773956198752
-4.966,8.049000857859074
-4.965,8.051519236680337
-4.964,8.049558011619533
-4.963,8.047215011811197
-4.962,8.047574134720893
-4.961,8.049249492005073
-4.96,8.051943776311406
-4.959,8.051209561490815
-4.958,8.052935450824306
-4.957,8.052873837273104
-4.956,8.0525976335932
-4.955,8.054011489493178
-4.954000000000001,8.055055206098638
-4.952999999999999,8.052532978647465
-4.952,8.054895443207025
-4.9510000000000005,8.057103589373662
-4.95,8.056102689051245
-4.949,8.056735974704747
-4.948,8.057526423002798
-4.947,8.057943501028117
-4.946,8.057063012781963
-4.945,8.055988415393264
-4.944,8.055947528879678
-4.943,8.057823895310491
-4.942,8.058693655557843
-4.941,8.058100672626505
-4.94,8.059335390563541
-4.939,8.054777722370535
-4.938000000000001,8.05661574749113
-4.936999999999999,8.053832205445085
-4.936,8.05325229993884
