time,size_red
-4.117,8.0302322095325
-4.116,8.030162536457174
-4.115,8.030439163152833
-4.114,8.033472082789999
-4.1129999999999995,8.030406001564403
-4.112,8.03035030186079
-4.111,8.029845393552735
-4.11,8.03135987119708
-4.109,8.031927580186167
-4.108,8.032872159719151
-4.107,8.033424297616776
-4.106,8.031933111816322
-4.105,8.03387113661071
-4.104,8.035148744458096
-4.103,8.036613592124855
-4.102,8.038636072397667
-4.101,8.039304352558709
-4.1,8.041673940405298
-4.099,8.042278163720155
-4.098,8.041927669979318
-4.0969999999999995,8.041917103722543
-4.096,8.041878953693525
-4.095,8.041047927578182
-4.094,8.043658949735574
-4.093,8.044133022320379
-4.092,8.044284603881712
-4.091,8.044905842689595
-4.09,8.049673609916374
-4.089,8.047862851214614
-4.088,8.046510789595867
-4.087,8.044301875967953
-4.086,8.043929717186456
-4.085,8.04432254669578
-4.084,8.043578030666435
-4.083,8.042714467789391
-4.082,8.042942315575996
-4.0809999999999995,8.042138943056269
-4.08,8.042635224379762
-4.079,8.044417999334549
-4.078,8.04550124808623
-4.077,8.046910869441694
-4.076,8.048648338900106
-4.075,8.049100863956296
-4.074,8.048847038314626
-4.073,8.047611433401213
-4.072,8.046985548339396
-4.071,8.046147651487114
-4.07,8.047318327209707
-4.069,8.047873179297058
-4.068,8.0489879918774
-4.067,8.04713145290764
-4.066,8.049422252082426
-4.0649999999999995,8.048739083488014
-4.064,8.046979056860696
-4.063,8.04627630843698
-4.062,8.05025033402512
-4.061,8.049629987038735
-4.06,8.04910983268438
-4.059,8.048802465195372
-4.058,8.048564672581882
-4.057,8.047314310876601
-4.056,8.047543451809732
-4.055,8.049264403662848
-4.054,8.049767266567615
-4.053,8.047989402089375
-4.052,8.047438448641481
-4.051,8.046556004801317
-4.05,8.046640707950493
-4.0489999999999995,8.048769430624994
-4.048,8.04853121815136
-4.047,8.048390170361166
-4.046,8.051234402071278
-4.045,8.052636331657952
-4.044,8.053554861709323
-4.043,8.056687872293805
-4.042,8.057471570301477
-4.041,8.054293126874311
-4.04,8.05562539208692
-4.039,8.05307817855553
-4.038,8.053801387145263
-4.037,8.051059397426657
-4.036,8.050312428770017
-4.035,8.04973037352264
-4.034,8.04849818295107
-4.033,8.047940019755565
-4.032,8.04959211850814
-4.031,8.048449793848686
-4.03,8.049322019255902
-4.029,8.04777697983253
-4.0280000000000005,8.047473780510304
-4.027,8.047991923336427
-4.026,8.046397477869839
-4.025,8.04429872517718
-4.024,8.045085730218107
-4.023,8.04688265885705
-4.022,8.046756154825871
-4.021,8.046024454175381
-4.02,8.046273534795683
-4.019,8.046362302665706
-4.018,8.046750946730844
-4.017,8.042705754570342
-4.016,8.040995187704477
-4.015,8.039642819535779
-4.014,8.039884207741398
-4.013,8.040181612355193
-4.0120000000000005,8.041199501137086
-4.011,8.041611631935824
-4.01,8.039530455823204
-4.009,8.04184566321134
-4.008,8.043880732496817
-4.007,8.041867616832773
-4.006,8.042399945303773
-4.005,8.041447266287383
-4.004,8.041669448670103
-4.003,8.043354745117531
-4.002,8.046762911943645
-4.001,8.047964956271873
-4.0,8.048436851848049
-3.9989999999999997,8.047893137978756
-3.998,8.048184553772373
-3.997,8.0503601888017
-3.996,8.050288654790883
-3.995,8.048870874548728
-3.9939999999999998,8.0462793707639
-3.993,8.047100247351757
-3.992,8.047495908352762
-3.9909999999999997,8.046462455275542
-3.99,8.048104077876674
-3.989,8.047429234893652
-3.988,8.047213804346733
-3.987,8.047187141733456
-3.9859999999999998,8.046625617346034
-3.985,8.047003001451236
-3.984,8.048845425684727
-3.9829999999999997,8.047017454647738
-3.982,8.047799086869297
-3.981,8.048074540740668
-3.98,8.04832056286794
-3.979,8.049715514179738
-3.9779999999999998,8.049794390060084
-3.977,8.050562756879135
-3.976,8.051708140286447
-3.975,8.050901155965839
-3.974,8.05137984950314
-3.973,8.050978589331605
-3.972,8.050766298484053
-3.971,8.050251000249686
-3.9699999999999998,8.051004728896242
-3.9690000000000003,8.05113536043067
-3.968,8.051766630885577
-3.967,8.051738603104944
-3.966,8.049172009484991
-3.965,8.049222198950751
-3.964,8.049323859679003
-3.963,8.049712013178446
-3.9619999999999997,8.04876204646855
-3.9610000000000003,8.046849294921886
-3.96,8.047848665553717
-3.959,8.047410895063262
-3.958,8.047684885539558
-3.957,8.047234549411735
-3.956,8.0472248504905
-3.955,8.0465059939338
-3.9539999999999997,8.044957060191155
-3.9530000000000003,8.045715030848385
-3.952,8.044750038707225
-3.951,8.045012361076655
-3.95,8.045669097431698
-3.949,8.044730197086732
-3.948,8.042803980071737
-3.947,8.0466857170539
-3.9459999999999997,8.04584128205239
-3.9450000000000003,8.04683874950615
